UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,EdgeOtherSide,HabitatDet,HabitatDetReg,RefTreSiteNo,SD_card_number,video_segment_number,VideoDate,ObservationDate,Media_file,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Total_media_length,FPS,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,Behavior,Modifiers,Behavior_type,Start,Stop,Comment_start,Comment_stop,NewFG,NewFG2,Year,Month,NewFG3,VideoDate_M,VideoDate_D,VideoDate_Y,Date_eel,Month_eel,Day_eel,Year_eel,Region_eel,Location_eel,HabitatType_eel,ReferenceFor_eel,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,O_NumShootsDiagonal_eel,O_MaxBladeLength_cm_eel,O_SheathLength_cm_eel,O_MaxSheathWidth_eel,O_DryEpiphyteMass__eel,O_DryAboveGroundEelgrassBiomass__eel
2813,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,f,,POINT,60.677,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2814,SD12 096 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,96,7_12_2018,43326.45903,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0096 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,9.864,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,4.272,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2816,SD12 096 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,96,7_12_2018,43326.45903,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0096 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,10.128,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,f,,POINT,20.294,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2818,SD12 096 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,96,7_12_2018,43326.45903,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0096 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,10.381,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,SD12 096 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,96,7_12_2018,43326.45903,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0096 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,16.267,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,9.648,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2821,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,f,,POINT,6.473,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2822,SD12 096 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,96,7_12_2018,43326.45903,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0096 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,20.103,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,f,,POINT,86.534,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2824,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,13.733,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,13.897,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2826,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,13.983,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,14.235,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,52.272,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2829,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,14.492,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,120.325,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2831,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,14.75,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,87.9,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2833,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,32.453,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2834,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,60.579,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,52.169,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2836,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,60.828,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,56.261,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2838,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,110.026,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,36.063,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2840,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,110.28,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,23.91,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2842,SD12 098 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,98,7_12_2018,43328.45208,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0098 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,113.349,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,15.218,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,r,,POINT,57.66,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2845,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,15.475,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,r,,POINT,115.468,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2847,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,15.984,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,r,,POINT,101.204,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2849,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,16.245,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,6.611,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2851,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,16.753,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,12.814,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2853,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,17.02,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,SD26 285 7_24_2017,Chelsea,South Sound,Off,Flipbag,NA,T,Center,NA,Flipbag,Flipbag_S,9,SD26,285,7_24_2017,43053.61944,F:/VideoBackup/video files for analysis/deployed 7_24_2017/SD26/GOPR0285.MP4,low,a,no,0.835416667,120.85,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,117.518,0,,,PelFusZP,PelFusZP,2017,7,,7,24,2017,42940,7,24,2017,South,Chelsea-Eld,Flipbag,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0,0,0,0,0
2855,SD12 099 7_12_2018,Hama Hama,Hood Canal,on bottom,Clam,NA,T,Center,NA,Clam,,,12,99,7_12_2018,43328.45417,E:/Video Backup 2018/July 2018/Hama Hama/SD12 Hama Hama 7_12_2018 analyze/100GOPRO/GOPR0099 analyze.MP4,high,b,no,NA,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,21.622,0,NA,NA,Crabs,Crabs,2018,7,,7,12,2018,43293,7,12,2018,Hood Canal,Hama Hama,clam ,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
