UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,habitat_type,SD_card_number,video_segment_number,VideoDate,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,feeding_behavior,Comment_start,Comment_stop,NewFG,Year,Month,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,structure,Aq
3848,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3849,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3850,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3851,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3852,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3853,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3854,SD42 971 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,971,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3896,SD42 970 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,970,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,1,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3897,SD42 970 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,970,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3898,SD42 970 7_10_2018,Marty Beagle,South Sound,off bottom,Flipbag,NA,T,Center,Flipbag,42,970,7_10_2018,medium,algae,no,NA,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,0,NA,NA,PelFusZP,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,HStr,AqYes
3997,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
3999,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4001,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4003,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4005,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4007,SD40 260 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,260,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4011,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4013,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4015,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4017,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4019,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4021,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4023,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4025,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4027,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4029,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4031,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4033,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4035,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4037,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4039,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4041,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4043,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4045,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4047,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4049,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4051,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4053,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4055,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4057,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4059,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4061,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4063,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4065,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4067,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4069,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4071,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4073,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4075,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4077,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4079,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4081,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4083,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4085,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4087,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4089,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4091,SD40 259 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,259,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4095,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4097,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4099,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4101,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4103,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4105,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4107,SD40 258 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,258,7_26_2017,medium,algae,no,0.323611111,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,about 193 forage fish in this school,NA,DemOpp,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4109,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4111,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4113,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4116,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4118,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4120,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4121,SD40 257 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,257,7_26_2017,medium,algae,no,0.323611111,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,0,about 193 forage fish in this school,NA,DemOpp,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4123,SD40 256 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,256,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,0,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4125,SD40 256 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,256,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
4127,SD40 254 7_26_2017,Chelsea,South Sound,On,Clam,NA,T,Center,Clam,SD40,254,7_26_2017,medium,algae,no,0.323611111,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,1,heavy filamentous algae cover,NA,PelFusZP,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,LStr,AqYes
